INSERT into STUDENT values ('Student3', 2.09, 5, 'PES1UG19CS499', 'CSE', 'Student3@rediffmail.com', 7353492140, 0);
INSERT into STUDENT values ('Student456', 5.02, 3, 'PES2UG20CS684', 'CSE', 'Student456@yahoo.com', 6975490444, 0);
INSERT into STUDENT values ('Student457', 8.98, 3, 'PES2UG20CV573', 'CV', 'Student457@hotmail.com', 6030863719, 0);
INSERT into STUDENT values ('Student458', 9.17, 3, 'PES2UG20CV513', 'CV', 'Student458@outlook.com', 7663591127, 0);
INSERT into STUDENT values ('Student460', 8.0, 7, 'PES1UG18EE583', 'EEE', 'Student460@outlook.com', 6568114397, 0);
INSERT into STUDENT values ('Student461', 7.24, 3, 'PES1UG20EE328', 'EEE', 'Student461@yahoo.com', 9388068973, 0);
INSERT into STUDENT values ('Student463', 8.98, 7, 'PES1UG18BT164', 'BT', 'Student463@rediffmail.com', 9581638122, 0);
INSERT into STUDENT values ('Student465', 2.96, 5, 'PES2UG19ME171', 'ME', 'Student465@hotmail.com', 6261181734, 0);
INSERT into STUDENT values ('Student466', 10.66, 7, 'PES1UG18CS004', 'CSE', 'Student466@gmail.com', 7656023954, 0);
INSERT into STUDENT values ('Student467', 3.97, 1, 'PES2UG21EC443', 'ECE', 'Student467@yahoo.com', 9676099355, 0);
INSERT into STUDENT values ('Student469', 5.03, 3, 'PES1UG20EC026', 'ECE', 'Student469@yahoo.com', 6921126642, 0);
INSERT into STUDENT values ('Student470', 10.53, 3, 'PES2UG20CV596', 'CV', 'Student470@outlook.com', 9703462507, 0);
INSERT into STUDENT values ('Student472', 3.49, 5, 'PES1UG19EE432', 'EEE', 'Student472@gmail.com', 8864402026, 0);
INSERT into STUDENT values ('Student474', 1.83, 3, 'PES2UG20EC117', 'ECE', 'Student474@rediffmail.com', 7506165189, 0);
INSERT into STUDENT values ('Student476', 7.3, 5, 'PES2UG19CV525', 'CV', 'Student476@yahoo.com', 9644470186, 0);
INSERT into STUDENT values ('Student479', 4.63, 5, 'PES2UG19EE502', 'EEE', 'Student479@yahoo.com', 7418805296, 0);
INSERT into STUDENT values ('Student482', 5.04, 3, 'PES1UG20EC397', 'ECE', 'Student482@hotmail.com', 8085254830, 0);
INSERT into STUDENT values ('Student483', 3.72, 1, 'PES2UG21CV466', 'CV', 'Student483@rediffmail.com', 8365279499, 0);
INSERT into STUDENT values ('Student484', 2.13, 7, 'PES1UG18BT339', 'BT', 'Student484@yahoo.com', 9201566675, 0);
INSERT into STUDENT values ('Student490', 8.54, 3, 'PES2UG20EC393', 'ECE', 'Student490@outlook.com', 7225706508, 0);
INSERT into STUDENT values ('Student492', 5.71, 1, 'PES2UG21BT488', 'BT', 'Student492@rediffmail.com', 6117028862, 0);
INSERT into STUDENT values ('Student499', 3.26, 7, 'PES1UG18CS458', 'CSE', 'Student499@gmail.com', 9571708422, 0);
INSERT into STUDENT values ('Student500', 7.31, 5, 'PES1UG19CV532', 'CV', 'Student500@rediffmail.com', 7388170560, 0);
INSERT into STUDENT values ('Student501', 8.03, 5, 'PES2UG19EC214', 'ECE', 'Student501@yahoo.com', 8418149077, 0);
INSERT into STUDENT values ('Student503', 4.55, 5, 'PES1UG19CV254', 'CV', 'Student503@outlook.com', 7019674264, 0);
INSERT into STUDENT values ('Student504', 1.87, 3, 'PES1UG20CS501', 'CSE', 'Student504@yahoo.com', 7452447403, 0);
INSERT into STUDENT values ('Student507', 2.22, 3, 'PES1UG20CS122', 'CSE', 'Student507@hotmail.com', 7398335147, 0);
INSERT into STUDENT values ('Student510', 4.36, 7, 'PES1UG18ME010', 'ME', 'Student510@hotmail.com', 8704213520, 0);
INSERT into STUDENT values ('Student511', 9.75, 3, 'PES1UG20EE468', 'EEE', 'Student511@gmail.com', 9906387612, 0);
INSERT into STUDENT values ('Student512', 7.65, 1, 'PES2UG21EC085', 'ECE', 'Student512@outlook.com', 6810118751, 0);
INSERT into STUDENT values ('Student513', 9.25, 1, 'PES2UG21CV515', 'CV', 'Student513@outlook.com', 9481386178, 0);
INSERT into STUDENT values ('Student518', 6.07, 3, 'PES2UG20EE685', 'EEE', 'Student518@yahoo.com', 9148383634, 0);
INSERT into STUDENT values ('Student521', 4.52, 5, 'PES2UG19EC224', 'ECE', 'Student521@gmail.com', 8780407068, 0);
INSERT into STUDENT values ('Student522', 8.81, 5, 'PES2UG19ME604', 'ME', 'Student522@yahoo.com', 6087272214, 0);
INSERT into STUDENT values ('Student527', 2.88, 1, 'PES2UG21BT153', 'BT', 'Student527@rediffmail.com', 8040230733, 0);
INSERT into STUDENT values ('Student528', 1.45, 3, 'PES1UG20CV610', 'CV', 'Student528@rediffmail.com', 7127412939, 0);
INSERT into STUDENT values ('Student530', 9.69, 1, 'PES1UG21EC592', 'ECE', 'Student530@yahoo.com', 7989544457, 0);
INSERT into STUDENT values ('Student531', 7.27, 7, 'PES1UG18CS443', 'CSE', 'Student531@outlook.com', 7882231771, 0);
INSERT into STUDENT values ('Student532', 9.65, 5, 'PES1UG19CS325', 'CSE', 'Student532@yahoo.com', 9228372597, 0);
INSERT into STUDENT values ('Student533', 7.58, 5, 'PES2UG19BT063', 'BT', 'Student533@gmail.com', 7703670965, 0);
INSERT into STUDENT values ('Student534', 6.93, 7, 'PES2UG18ME631', 'ME', 'Student534@outlook.com', 6216221198, 0);
INSERT into STUDENT values ('Student535', 10.67, 1, 'PES1UG21CV570', 'CV', 'Student535@rediffmail.com', 7284098293, 0);
INSERT into STUDENT values ('Student536', 7.11, 5, 'PES1UG19EC234', 'ECE', 'Student536@outlook.com', 7608661593, 0);
INSERT into STUDENT values ('Student537', 7.51, 3, 'PES2UG20EC513', 'ECE', 'Student537@yahoo.com', 7148257600, 0);
INSERT into STUDENT values ('Student538', 3.79, 1, 'PES1UG21EC405', 'ECE', 'Student538@yahoo.com', 6828323780, 0);
INSERT into STUDENT values ('Student540', 1.48, 1, 'PES2UG21CS532', 'CSE', 'Student540@outlook.com', 7916997929, 0);
INSERT into STUDENT values ('Student541', 6.89, 7, 'PES1UG18EE257', 'EEE', 'Student541@outlook.com', 6881449053, 0);
INSERT into STUDENT values ('Student542', 4.43, 1, 'PES1UG21BT543', 'BT', 'Student542@rediffmail.com', 7248946622, 0);
INSERT into STUDENT values ('Student546', 2.64, 1, 'PES1UG21EE708', 'EEE', 'Student546@yahoo.com', 9545087598, 0);
INSERT into STUDENT values ('Student547', 3.47, 3, 'PES1UG20ME580', 'ME', 'Student547@yahoo.com', 7549093297, 0);
INSERT into STUDENT values ('Student548', 10.32, 7, 'PES2UG18BT298', 'BT', 'Student548@rediffmail.com', 6339587899, 0);
INSERT into STUDENT values ('Student549', 8.01, 7, 'PES2UG18EC479', 'ECE', 'Student549@yahoo.com', 7454313688, 0);
INSERT into STUDENT values ('Student553', 10.6, 7, 'PES1UG18EE608', 'EEE', 'Student553@outlook.com', 6033655607, 0);
INSERT into STUDENT values ('Student556', 4.78, 1, 'PES2UG21EE480', 'EEE', 'Student556@yahoo.com', 7058994644, 0);
INSERT into STUDENT values ('Student558', 3.89, 7, 'PES2UG18ME256', 'ME', 'Student558@outlook.com', 6894398078, 0);
INSERT into STUDENT values ('Student560', 1.61, 3, 'PES2UG20CS337', 'CSE', 'Student560@outlook.com', 6639529732, 0);
INSERT into STUDENT values ('Student564', 5.43, 5, 'PES1UG19CV645', 'CV', 'Student564@gmail.com', 6254544886, 0);
INSERT into STUDENT values ('Student565', 2.51, 5, 'PES2UG19BT281', 'BT', 'Student565@hotmail.com', 7135636528, 0);
INSERT into STUDENT values ('Student566', 1.45, 7, 'PES2UG18BT554', 'BT', 'Student566@yahoo.com', 8602800003, 0);
INSERT into STUDENT values ('Student568', 4.9, 7, 'PES1UG18EC550', 'ECE', 'Student568@outlook.com', 6911031650, 0);
INSERT into STUDENT values ('Student569', 8.48, 7, 'PES2UG18EC087', 'ECE', 'Student569@yahoo.com', 7195126807, 0);
INSERT into STUDENT values ('Student570', 5.21, 5, 'PES1UG19CS583', 'CSE', 'Student570@hotmail.com', 6656287823, 0);
INSERT into STUDENT values ('Student571', 8.33, 1, 'PES2UG21CV355', 'CV', 'Student571@outlook.com', 6067083783, 0);
INSERT into STUDENT values ('Student573', 8.01, 3, 'PES1UG20EC339', 'ECE', 'Student573@yahoo.com', 9726002612, 0);
INSERT into STUDENT values ('Student576', 8.34, 1, 'PES1UG21CV514', 'CV', 'Student576@yahoo.com', 8572005527, 0);
INSERT into STUDENT values ('Student579', 2.2, 1, 'PES2UG21ME683', 'ME', 'Student579@yahoo.com', 9484338076, 0);
INSERT into STUDENT values ('Student580', 5.85, 7, 'PES1UG18ME574', 'ME', 'Student580@rediffmail.com', 6785435396, 0);
INSERT into STUDENT values ('Student581', 1.49, 3, 'PES2UG20BT579', 'BT', 'Student581@hotmail.com', 7811468646, 0);
INSERT into STUDENT values ('Student582', 10.61, 5, 'PES1UG19CV182', 'CV', 'Student582@outlook.com', 6427107323, 0);
INSERT into STUDENT values ('Student584', 4.19, 1, 'PES1UG21EC314', 'ECE', 'Student584@yahoo.com', 7072145898, 0);
INSERT into STUDENT values ('Student585', 6.45, 7, 'PES2UG18ME711', 'ME', 'Student585@outlook.com', 9610108562, 0);
INSERT into STUDENT values ('Student587', 1.32, 1, 'PES1UG21EE639', 'EEE', 'Student587@gmail.com', 8304651531, 0);
INSERT into STUDENT values ('Student590', 4.68, 1, 'PES1UG21EE495', 'EEE', 'Student590@rediffmail.com', 7155407260, 0);
INSERT into STUDENT values ('Student592', 5.81, 5, 'PES1UG19BT125', 'BT', 'Student592@gmail.com', 9913400491, 0);
INSERT into STUDENT values ('Student593', 3.64, 5, 'PES2UG19EC458', 'ECE', 'Student593@gmail.com', 9731387425, 0);
INSERT into STUDENT values ('Student598', 1.59, 1, 'PES2UG21BT659', 'BT', 'Student598@outlook.com', 8483739572, 0);
INSERT into STUDENT values ('Student601', 8.52, 5, 'PES2UG19CV409', 'CV', 'Student601@gmail.com', 7491800861, 0);
INSERT into STUDENT values ('Student602', 5.49, 7, 'PES2UG18CS558', 'CSE', 'Student602@rediffmail.com', 7156184956, 0);
INSERT into STUDENT values ('Student604', 3.52, 5, 'PES1UG19ME223', 'ME', 'Student604@hotmail.com', 7760758166, 0);
INSERT into STUDENT values ('Student608', 7.38, 7, 'PES2UG18CS319', 'CSE', 'Student608@hotmail.com', 7718723517, 0);
INSERT into STUDENT values ('Student609', 5.24, 3, 'PES2UG20CV160', 'CV', 'Student609@gmail.com', 9019262841, 0);
INSERT into STUDENT values ('Student610', 4.27, 1, 'PES1UG21ME168', 'ME', 'Student610@gmail.com', 9986230577, 0);
INSERT into STUDENT values ('Student614', 4.75, 1, 'PES1UG21CV718', 'CV', 'Student614@yahoo.com', 8352941797, 0);
INSERT into STUDENT values ('Student615', 2.35, 1, 'PES2UG21CV650', 'CV', 'Student615@outlook.com', 7714908387, 0);
INSERT into STUDENT values ('Student617', 6.86, 5, 'PES1UG19CV288', 'CV', 'Student617@yahoo.com', 9845583622, 0);
INSERT into STUDENT values ('Student619', 2.22, 7, 'PES1UG18EE090', 'EEE', 'Student619@outlook.com', 8602546301, 0);
INSERT into STUDENT values ('Student620', 7.26, 3, 'PES1UG20ME401', 'ME', 'Student620@rediffmail.com', 7393323424, 0);
INSERT into STUDENT values ('Student621', 2.54, 7, 'PES2UG18EC704', 'ECE', 'Student621@outlook.com', 8821572186, 0);
INSERT into STUDENT values ('Student622', 1.17, 5, 'PES1UG19CS268', 'CSE', 'Student622@outlook.com', 9299319274, 0);
INSERT into STUDENT values ('Student623', 1.22, 1, 'PES2UG21EE152', 'EEE', 'Student623@gmail.com', 9132503876, 0);
INSERT into STUDENT values ('Student625', 1.24, 1, 'PES2UG21CV415', 'CV', 'Student625@outlook.com', 6342358544, 0);
INSERT into STUDENT values ('Student626', 9.73, 7, 'PES1UG18CS628', 'CSE', 'Student626@rediffmail.com', 9667492525, 0);
INSERT into STUDENT values ('Student627', 3.14, 1, 'PES2UG21EC114', 'ECE', 'Student627@rediffmail.com', 7162046074, 0);
INSERT into STUDENT values ('Student628', 6.7, 1, 'PES1UG21EE230', 'EEE', 'Student628@yahoo.com', 9468920671, 0);
INSERT into STUDENT values ('Student629', 8.18, 5, 'PES1UG19BT019', 'BT', 'Student629@gmail.com', 8128896154, 0);
INSERT into STUDENT values ('Student631', 7.65, 5, 'PES1UG19CV324', 'CV', 'Student631@rediffmail.com', 6485174236, 0);
INSERT into STUDENT values ('Student634', 1.35, 5, 'PES1UG19EE699', 'EEE', 'Student634@yahoo.com', 7755043351, 0);
INSERT into STUDENT values ('Student635', 6.92, 5, 'PES1UG19EC649', 'ECE', 'Student635@gmail.com', 9578595048, 0);
INSERT into STUDENT values ('Student638', 10.28, 3, 'PES2UG20ME118', 'ME', 'Student638@gmail.com', 9310068443, 0);
INSERT into STUDENT values ('Student639', 2.08, 5, 'PES2UG19CS474', 'CSE', 'Student639@hotmail.com', 6404625952, 0);
INSERT into STUDENT values ('Student640', 4.37, 5, 'PES2UG19BT674', 'BT', 'Student640@rediffmail.com', 9754168860, 0);
INSERT into STUDENT values ('Student641', 8.25, 3, 'PES1UG20EE670', 'EEE', 'Student641@yahoo.com', 6381176699, 0);
INSERT into STUDENT values ('Student647', 9.09, 1, 'PES2UG21EC125', 'ECE', 'Student647@gmail.com', 8243617935, 0);
INSERT into STUDENT values ('Student649', 3.25, 1, 'PES1UG21BT489', 'BT', 'Student649@outlook.com', 6557440726, 0);
INSERT into STUDENT values ('Student650', 3.31, 3, 'PES1UG20BT022', 'BT', 'Student650@yahoo.com', 6142102899, 0);
INSERT into STUDENT values ('Student651', 8.02, 3, 'PES2UG20CV418', 'CV', 'Student651@gmail.com', 9832267090, 0);
INSERT into STUDENT values ('Student654', 5.67, 3, 'PES1UG20BT319', 'BT', 'Student654@gmail.com', 7893418364, 0);
INSERT into STUDENT values ('Student657', 10.4, 3, 'PES2UG20EE320', 'EEE', 'Student657@hotmail.com', 7554242297, 0);
INSERT into STUDENT values ('Student659', 7.07, 3, 'PES1UG20EC023', 'ECE', 'Student659@rediffmail.com', 7384707238, 0);
INSERT into STUDENT values ('Student660', 4.71, 3, 'PES1UG20CV391', 'CV', 'Student660@outlook.com', 8914608045, 0);
INSERT into STUDENT values ('Student661', 10.58, 1, 'PES1UG21ME411', 'ME', 'Student661@yahoo.com', 9362198902, 0);
INSERT into STUDENT values ('Student664', 5.66, 3, 'PES1UG20CS217', 'CSE', 'Student664@hotmail.com', 7492725414, 0);
INSERT into STUDENT values ('Student665', 3.09, 1, 'PES2UG21EC212', 'ECE', 'Student665@hotmail.com', 8774845712, 0);
INSERT into STUDENT values ('Student667', 6.14, 1, 'PES2UG21BT257', 'BT', 'Student667@outlook.com', 6026480867, 0);
INSERT into STUDENT values ('Student669', 5.73, 3, 'PES2UG20BT168', 'BT', 'Student669@rediffmail.com', 6011975342, 0);
INSERT into STUDENT values ('Student673', 6.86, 1, 'PES2UG21BT543', 'BT', 'Student673@yahoo.com', 8914923292, 0);
INSERT into STUDENT values ('Student677', 7.45, 3, 'PES1UG20EE064', 'EEE', 'Student677@yahoo.com', 9104460813, 0);
INSERT into STUDENT values ('Student686', 10.06, 5, 'PES2UG19ME056', 'ME', 'Student686@rediffmail.com', 7881515512, 0);
INSERT into STUDENT values ('Student687', 3.16, 1, 'PES2UG21ME709', 'ME', 'Student687@yahoo.com', 8468169955, 0);
INSERT into STUDENT values ('Student688', 3.45, 1, 'PES1UG21CV533', 'CV', 'Student688@gmail.com', 6747963578, 0);
INSERT into STUDENT values ('Student694', 8.26, 3, 'PES1UG20EC555', 'ECE', 'Student694@yahoo.com', 6953613075, 0);
INSERT into STUDENT values ('Student697', 6.15, 3, 'PES2UG20CV185', 'CV', 'Student697@rediffmail.com', 8788038202, 0);
INSERT into STUDENT values ('Student698', 6.66, 5, 'PES1UG19EE161', 'EEE', 'Student698@outlook.com', 9109211449, 0);
INSERT into STUDENT values ('Student699', 7.07, 1, 'PES2UG21ME393', 'ME', 'Student699@outlook.com', 8637855209, 0);
INSERT into STUDENT values ('Student0', 7.82, 1, '0000', 'EEE', 'Student0@outlook.com', 9161577466, 1);
INSERT into STUDENT values ('Student1', 4.97, 1, '0002', 'BT', 'Student1@hotmail.com', 7514972056, 1);
INSERT into STUDENT values ('Student2', 9.7, 5, '0004', 'EEE', 'Student2@outlook.com', 8874721924, 1);
INSERT into STUDENT values ('Student8', 2.45, 3, '0006', 'CV', 'Student8@outlook.com', 6827708586, 1);
INSERT into STUDENT values ('Student9', 4.73, 5, '0008', 'EEE', 'Student9@yahoo.com', 9423246177, 1);
INSERT into STUDENT values ('Student11', 2.29, 7, '0010', 'CV', 'Student11@rediffmail.com', 9795267615, 1);
INSERT into STUDENT values ('Student13', 9.9, 7, '0012', 'EEE', 'Student13@rediffmail.com', 6801003325, 1);
INSERT into STUDENT values ('Student19', 6.33, 3, '0014', 'CSE', 'Student19@hotmail.com', 8591747841, 1);
INSERT into STUDENT values ('Student20', 5.78, 7, '0016', 'CSE', 'Student20@hotmail.com', 6559367495, 1);
INSERT into STUDENT values ('Student22', 7.02, 5, '0018', 'CV', 'Student22@outlook.com', 9091716303, 1);
INSERT into STUDENT values ('Student24', 10.53, 7, '0020', 'BT', 'Student24@gmail.com', 8934423521, 1);
INSERT into STUDENT values ('Student25', 9.34, 3, '0022', 'CSE', 'Student25@rediffmail.com', 9644323591, 1);
INSERT into STUDENT values ('Student27', 2.93, 3, '0024', 'ME', 'Student27@outlook.com', 9532307641, 1);
INSERT into STUDENT values ('Student28', 6.38, 3, '0026', 'ECE', 'Student28@outlook.com', 6575543307, 1);
INSERT into STUDENT values ('Student29', 5.34, 5, '0028', 'ME', 'Student29@outlook.com', 6745019758, 1);
INSERT into STUDENT values ('Student30', 1.82, 1, '0030', 'ME', 'Student30@gmail.com', 9522644050, 1);
INSERT into STUDENT values ('Student31', 8.04, 5, '0032', 'CV', 'Student31@rediffmail.com', 6254710894, 1);
INSERT into STUDENT values ('Student32', 5.39, 1, '0034', 'CSE', 'Student32@gmail.com', 6976233439, 1);
INSERT into STUDENT values ('Student38', 3.75, 1, '0036', 'ME', 'Student38@gmail.com', 6167157978, 1);
INSERT into STUDENT values ('Student40', 6.02, 1, '0038', 'CV', 'Student40@yahoo.com', 9896151182, 1);
INSERT into STUDENT values ('Student41', 6.28, 3, '0040', 'CSE', 'Student41@rediffmail.com', 9247234132, 1);
INSERT into STUDENT values ('Student42', 2.23, 5, '0042', 'EEE', 'Student42@yahoo.com', 8764888757, 1);
INSERT into STUDENT values ('Student44', 3.53, 5, '0044', 'CSE', 'Student44@outlook.com', 6355175598, 1);
INSERT into STUDENT values ('Student46', 3.53, 3, '0046', 'BT', 'Student46@gmail.com', 8761246318, 1);
INSERT into STUDENT values ('Student48', 1.5, 7, '0048', 'BT', 'Student48@gmail.com', 8977498811, 1);
INSERT into STUDENT values ('Student49', 7.91, 7, '0050', 'EEE', 'Student49@yahoo.com', 6333064167, 1);
INSERT into STUDENT values ('Student51', 5.12, 5, '0052', 'CSE', 'Student51@gmail.com', 9870809397, 1);
INSERT into STUDENT values ('Student54', 4.98, 1, '0054', 'ME', 'Student54@outlook.com', 7924539846, 1);
INSERT into STUDENT values ('Student60', 5.04, 3, '0056', 'CV', 'Student60@hotmail.com', 6952533961, 1);
INSERT into STUDENT values ('Student61', 2.2, 7, '0058', 'EEE', 'Student61@rediffmail.com', 6947183914, 1);
INSERT into STUDENT values ('Student64', 9.02, 3, '0060', 'CSE', 'Student64@yahoo.com', 8719596628, 1);
INSERT into STUDENT values ('Student66', 4.44, 1, '0062', 'EEE', 'Student66@yahoo.com', 8375103464, 1);
INSERT into STUDENT values ('Student67', 7.34, 3, '0064', 'CV', 'Student67@gmail.com', 7231479805, 1);
INSERT into STUDENT values ('Student69', 8.79, 1, '0066', 'CSE', 'Student69@rediffmail.com', 8130402860, 1);
INSERT into STUDENT values ('Student70', 5.81, 1, '0068', 'ECE', 'Student70@rediffmail.com', 6867140567, 1);
INSERT into STUDENT values ('Student71', 2.44, 3, '0070', 'CSE', 'Student71@hotmail.com', 6446798057, 1);
INSERT into STUDENT values ('Student72', 6.05, 1, '0072', 'ECE', 'Student72@yahoo.com', 6362827338, 1);
INSERT into STUDENT values ('Student73', 6.76, 7, '0074', 'CV', 'Student73@gmail.com', 8474789490, 1);
INSERT into STUDENT values ('Student74', 7.36, 7, '0076', 'CSE', 'Student74@outlook.com', 8397421058, 1);
INSERT into STUDENT values ('Student76', 9.96, 7, '0078', 'BT', 'Student76@gmail.com', 6784009157, 1);
INSERT into STUDENT values ('Student79', 9.17, 3, '0080', 'BT', 'Student79@gmail.com', 8840173847, 1);
INSERT into STUDENT values ('Student81', 3.21, 3, '0082', 'ME', 'Student81@outlook.com', 6879239370, 1);
INSERT into STUDENT values ('Student83', 10.76, 5, '0084', 'ME', 'Student83@yahoo.com', 7649912080, 1);
INSERT into STUDENT values ('Student84', 4.08, 7, '0086', 'ECE', 'Student84@yahoo.com', 7769664392, 1);
INSERT into STUDENT values ('Student88', 3.04, 3, '0088', 'CSE', 'Student88@outlook.com', 6480925893, 1);
INSERT into STUDENT values ('Student89', 5.26, 5, '0090', 'CSE', 'Student89@outlook.com', 8230514121, 1);
INSERT into STUDENT values ('Student90', 3.91, 1, '0092', 'ECE', 'Student90@hotmail.com', 6331173803, 1);
INSERT into STUDENT values ('Student93', 8.19, 5, '0094', 'CV', 'Student93@gmail.com', 8068408221, 1);
INSERT into STUDENT values ('Student97', 1.73, 3, '0096', 'BT', 'Student97@rediffmail.com', 9446983175, 1);
INSERT into STUDENT values ('Student98', 2.45, 1, '0098', 'CSE', 'Student98@gmail.com', 6933805689, 1);
INSERT into STUDENT values ('Student99', 1.58, 5, '0100', 'CV', 'Student99@outlook.com', 7196125725, 1);
INSERT into STUDENT values ('Student100', 7.97, 1, '0102', 'CSE', 'Student100@gmail.com', 6866826453, 1);
INSERT into STUDENT values ('Student101', 4.83, 5, '0104', 'ECE', 'Student101@yahoo.com', 9941197282, 1);
INSERT into STUDENT values ('Student102', 2.74, 7, '0106', 'CV', 'Student102@hotmail.com', 6393557803, 1);
INSERT into STUDENT values ('Student103', 3.13, 3, '0108', 'CSE', 'Student103@hotmail.com', 7810389583, 1);
INSERT into STUDENT values ('Student106', 7.48, 5, '0110', 'CV', 'Student106@outlook.com', 6611231093, 1);
INSERT into STUDENT values ('Student108', 4.65, 7, '0112', 'CV', 'Student108@hotmail.com', 8758146292, 1);
INSERT into STUDENT values ('Student109', 10.55, 3, '0114', 'EEE', 'Student109@rediffmail.com', 7836335522, 1);
INSERT into STUDENT values ('Student110', 4.15, 5, '0116', 'ECE', 'Student110@gmail.com', 8406350004, 1);
INSERT into STUDENT values ('Student111', 6.15, 3, '0118', 'ME', 'Student111@outlook.com', 6261735473, 1);
INSERT into STUDENT values ('Student113', 9.71, 7, '0120', 'CSE', 'Student113@hotmail.com', 9478736232, 1);
INSERT into STUDENT values ('Student114', 7.0, 5, '0122', 'BT', 'Student114@yahoo.com', 6508715386, 1);
INSERT into STUDENT values ('Student115', 6.13, 7, '0124', 'BT', 'Student115@rediffmail.com', 8632108246, 1);
INSERT into STUDENT values ('Student116', 5.1, 5, '0126', 'BT', 'Student116@outlook.com', 6710225778, 1);
INSERT into STUDENT values ('Student117', 10.8, 5, '0128', 'CV', 'Student117@yahoo.com', 7106740924, 1);
INSERT into STUDENT values ('Student118', 5.34, 5, '0130', 'CSE', 'Student118@yahoo.com', 9068159456, 1);
INSERT into STUDENT values ('Student119', 4.02, 1, '0132', 'ECE', 'Student119@outlook.com', 9269944375, 1);
INSERT into STUDENT values ('Student120', 8.47, 3, '0134', 'ECE', 'Student120@hotmail.com', 9925162221, 1);
INSERT into STUDENT values ('Student121', 10.33, 3, '0136', 'ME', 'Student121@gmail.com', 8587912586, 1);
INSERT into STUDENT values ('Student125', 7.6, 3, '0138', 'CV', 'Student125@outlook.com', 6323641837, 1);
INSERT into STUDENT values ('Student126', 7.88, 7, '0140', 'CV', 'Student126@outlook.com', 9624929203, 1);
INSERT into STUDENT values ('Student130', 10.62, 7, '0142', 'ECE', 'Student130@rediffmail.com', 7000164034, 1);
INSERT into STUDENT values ('Student131', 2.86, 3, '0144', 'CSE', 'Student131@yahoo.com', 9298131555, 1);
INSERT into STUDENT values ('Student133', 6.49, 1, '0146', 'ECE', 'Student133@rediffmail.com', 6568147234, 1);
INSERT into STUDENT values ('Student134', 8.31, 7, '0148', 'ME', 'Student134@yahoo.com', 9230107762, 1);
INSERT into STUDENT values ('Student139', 7.68, 3, '0150', 'BT', 'Student139@hotmail.com', 6512764899, 1);
INSERT into STUDENT values ('Student141', 2.67, 7, '0152', 'CV', 'Student141@hotmail.com', 7044795615, 1);
INSERT into STUDENT values ('Student142', 1.54, 3, '0154', 'CV', 'Student142@rediffmail.com', 6961714410, 1);
INSERT into STUDENT values ('Student143', 3.16, 5, '0156', 'BT', 'Student143@outlook.com', 8039930958, 1);
INSERT into STUDENT values ('Student145', 3.61, 1, '0158', 'BT', 'Student145@outlook.com', 7216879986, 1);
INSERT into STUDENT values ('Student146', 7.79, 7, '0160', 'CV', 'Student146@rediffmail.com', 6307166049, 1);
INSERT into STUDENT values ('Student147', 7.01, 1, '0162', 'EEE', 'Student147@outlook.com', 6528581320, 1);
INSERT into STUDENT values ('Student149', 3.19, 1, '0164', 'EEE', 'Student149@gmail.com', 7620976939, 1);
INSERT into STUDENT values ('Student151', 6.59, 1, '0166', 'CSE', 'Student151@yahoo.com', 6242206306, 1);
INSERT into STUDENT values ('Student152', 10.29, 3, '0168', 'ME', 'Student152@hotmail.com', 9649639287, 1);
INSERT into STUDENT values ('Student155', 5.01, 3, '0170', 'CV', 'Student155@gmail.com', 9265655213, 1);
INSERT into STUDENT values ('Student156', 3.49, 3, '0172', 'ECE', 'Student156@hotmail.com', 7010270658, 1);
INSERT into STUDENT values ('Student157', 7.04, 5, '0174', 'CV', 'Student157@yahoo.com', 6851833240, 1);
INSERT into STUDENT values ('Student164', 3.46, 3, '0176', 'ECE', 'Student164@gmail.com', 8820539067, 1);
INSERT into STUDENT values ('Student165', 3.07, 1, '0178', 'CSE', 'Student165@yahoo.com', 7373162418, 1);
INSERT into STUDENT values ('Student167', 2.74, 3, '0180', 'CSE', 'Student167@rediffmail.com', 6995987556, 1);
INSERT into STUDENT values ('Student168', 2.35, 5, '0182', 'EEE', 'Student168@gmail.com', 7782448087, 1);
INSERT into STUDENT values ('Student171', 5.14, 5, '0184', 'EEE', 'Student171@gmail.com', 9089303319, 1);
INSERT into STUDENT values ('Student172', 2.52, 7, '0186', 'ME', 'Student172@rediffmail.com', 9244640836, 1);
INSERT into STUDENT values ('Student173', 7.08, 3, '0188', 'CV', 'Student173@yahoo.com', 7491738769, 1);
INSERT into STUDENT values ('Student174', 7.2, 1, '0190', 'BT', 'Student174@hotmail.com', 7075986450, 1);
INSERT into STUDENT values ('Student178', 8.79, 3, '0192', 'CV', 'Student178@yahoo.com', 8085457499, 1);
INSERT into STUDENT values ('Student179', 4.07, 1, '0194', 'EEE', 'Student179@hotmail.com', 9751020438, 1);
INSERT into STUDENT values ('Student181', 3.89, 1, '0196', 'EEE', 'Student181@rediffmail.com', 8398585029, 1);
INSERT into STUDENT values ('Student182', 5.72, 3, '0198', 'ME', 'Student182@hotmail.com', 7818381515, 1);
INSERT into STUDENT values ('Student184', 10.08, 1, '0200', 'EEE', 'Student184@rediffmail.com', 7265889052, 1);
INSERT into STUDENT values ('Student186', 8.65, 1, '0202', 'BT', 'Student186@rediffmail.com', 9947652908, 1);
INSERT into STUDENT values ('Student187', 8.29, 1, '0204', 'CV', 'Student187@rediffmail.com', 6836702605, 1);
